Collection,Brand,Macro Region|Orig. Req. Deliv. Month/Year,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,Total,StyleCode,Size,ColorDescription,FrameConstruction,FrameShape,RXAble,Gender,SunOptical,Material1,Material2,USRetailPrice,USWholesalePrice
KP,CALVIN KLEIN OPTICAL,AMER,,,,11.0,72.0,112.0,77.0,18.0,26.0,58.0,34.0,35.0,443.0,CK24101,51,SILVER,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,28.0,25.0,26.0,23.0,14.0,10.0,12.0,11.0,150.0,CK24101,51,SILVER,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,15.0,68.0,113.0,84.0,50.0,23.0,32.0,46.0,31.0,462.0,CK24101,51,ROSE GOLD,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,17.0,14.0,16.0,7.0,6.0,2.0,4.0,4.0,71.0,CK24101,51,ROSE GOLD,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,1.0,,10.0,61.0,97.0,51.0,95.0,35.0,41.0,19.0,16.0,426.0,CK24103,53,GREEN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,13.0,21.0,39.0,28.0,11.0,15.0,5.0,8.0,141.0,CK24103,53,GREEN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,6.0,77.0,107.0,141.0,56.0,71.0,50.0,50.0,34.0,592.0,CK24103,53,BLUE,FULL RIM,SQUARE,True,UNISEX,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,24.0,26.0,43.0,21.0,15.0,51.0,10.0,10.0,200.0,CK24103,53,BLUE,FULL RIM,SQUARE,True,UNISEX,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,,,20.0,57.0,53.0,67.0,26.0,13.0,1.0,237.0,CK24105,53,LIGHT GOL,FULL RIM,ROUND,True,FEMALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,1.0,,,41.0,52.0,52.0,41.0,44.0,36.0,16.0,14.0,297.0,CK24105,53,LIGHT GOL,FULL RIM,ROUND,True,FEMALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,,1.0,88.0,252.0,220.0,187.0,92.0,91.0,65.0,996.0,CK24105,53,GOLD/BURG,FULL RIM,ROUND,True,FEMALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,68.0,75.0,117.0,74.0,52.0,47.0,28.0,21.0,483.0,CK24105,53,GOLD/BURG,FULL RIM,ROUND,True,FEMALE,OPTICAL,METAL,METAL,210.0,105.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,,,,,,8.0,24.0,79.0,56.0,167.0,CK24106LB,51,BLACK,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,220.0,110.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,,,,,,5.0,16.0,56.0,63.0,140.0,CK24106LB,51,BLACK/G,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,220.0,110.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,,,,,,6.0,19.0,60.0,39.0,124.0,CK24106LB,51,DARK GR,FULL RIM,RECTANGLE,True,MALE,OPTICAL,METAL,METAL,220.0,110.0
KP,CALVIN KLEIN OPTICAL,AMER,,,,12.0,33.0,34.0,42.0,34.0,34.0,27.0,24.0,23.0,263.0,CK24513,52,BLACK/AVI,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,6.0,49.0,79.0,87.0,84.0,64.0,70.0,39.0,23.0,501.0,CK24513,52,BLACK/AVI,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,15.0,67.0,89.0,63.0,47.0,12.0,91.0,43.0,46.0,473.0,CK24513,52,GREY/AZUR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,39.0,75.0,54.0,69.0,46.0,40.0,49.0,21.0,394.0,CK24513,52,GREY/AZUR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,7.0,44.0,58.0,48.0,49.0,59.0,39.0,27.0,35.0,366.0,CK24513,52,BROWN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,3.0,38.0,33.0,43.0,30.0,25.0,19.0,13.0,14.0,218.0,CK24513,52,BROWN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,1.0,13.0,49.0,77.0,96.0,63.0,60.0,54.0,57.0,55.0,525.0,CK24513,52,BROWN/ROS,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,2.0,49.0,63.0,49.0,46.0,41.0,26.0,29.0,21.0,326.0,CK24513,52,BROWN/ROS,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,1.0,11.0,65.0,85.0,72.0,38.0,25.0,96.0,39.0,36.0,468.0,CK24513,52,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,2.0,42.0,136.0,50.0,57.0,37.0,15.0,22.0,17.0,378.0,CK24513,52,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,7.0,50.0,51.0,55.0,48.0,47.0,36.0,31.0,25.0,350.0,CK24513,54,BLACK/AVI,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,43.0,36.0,38.0,18.0,21.0,19.0,15.0,6.0,197.0,CK24513,54,BLACK/AVI,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,4.0,79.0,50.0,57.0,41.0,26.0,20.0,27.0,31.0,335.0,CK24513,54,GREY/AZUR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,75.0,67.0,86.0,60.0,46.0,36.0,25.0,26.0,421.0,CK24513,54,GREY/AZUR,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,44.0,21.0,51.0,37.0,19.0,10.0,12.0,25.0,219.0,CK24513,54,BROWN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,19.0,20.0,17.0,17.0,18.0,11.0,4.0,4.0,110.0,CK24513,54,BROWN,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,11.0,55.0,50.0,55.0,38.0,59.0,36.0,32.0,24.0,360.0,CK24513,54,BROWN/ROS,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,32.0,44.0,37.0,33.0,32.0,21.0,10.0,14.0,223.0,CK24513,54,BROWN/ROS,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,5.0,37.0,26.0,21.0,17.0,22.0,28.0,10.0,11.0,177.0,CK24513,54,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,14.0,9.0,13.0,12.0,16.0,8.0,7.0,4.0,84.0,CK24513,54,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,8.0,10.0,67.0,86.0,114.0,44.0,62.0,28.0,419.0,CK24514,52,BLACK,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,51.0,58.0,73.0,73.0,57.0,27.0,21.0,8.0,368.0,CK24514,52,BLACK,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,21.0,68.0,193.0,88.0,60.0,66.0,47.0,53.0,596.0,CK24514,52,STRIPED G,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,83.0,71.0,95.0,63.0,52.0,85.0,30.0,18.0,497.0,CK24514,52,STRIPED G,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,20.0,11.0,44.0,53.0,49.0,21.0,16.0,22.0,236.0,CK24514,52,STRIPED B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,8.0,12.0,11.0,9.0,5.0,10.0,5.0,2.0,62.0,CK24514,52,STRIPED B,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,20.0,40.0,120.0,110.0,61.0,35.0,61.0,50.0,497.0,CK24514,52,DARK HAVA,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,47.0,70.0,69.0,62.0,50.0,90.0,20.0,7.0,415.0,CK24514,52,DARK HAVA,FULL RIM,RECTANGLE,True,MALE,OPTICAL,BIO INJ-G820,BIO INJ-G820,209.0,104.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,9.0,10.0,78.0,94.0,78.0,90.0,42.0,24.0,425.0,CK24521,52,BLACK,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,45.0,112.0,98.0,48.0,69.0,78.0,23.0,13.0,486.0,CK24521,52,BLACK,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,20.0,58.0,202.0,81.0,96.0,51.0,59.0,53.0,620.0,CK24521,52,STRIPED G,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,73.0,149.0,140.0,98.0,66.0,62.0,38.0,30.0,656.0,CK24521,52,STRIPED G,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,12.0,8.0,57.0,81.0,59.0,38.0,17.0,28.0,300.0,CK24521,52,STRIPED B,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,14.0,24.0,27.0,22.0,17.0,14.0,8.0,5.0,131.0,CK24521,52,STRIPED B,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,21.0,11.0,53.0,109.0,62.0,33.0,20.0,27.0,336.0,CK24521,52,HAVANA,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,30.0,49.0,50.0,33.0,30.0,59.0,9.0,10.0,270.0,CK24521,52,HAVANA,FULL RIM,SQUARE,True,FEMALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,6.0,55.0,269.0,315.0,279.0,158.0,121.0,135.0,122.0,97.0,1557.0,CK24523,52,BLACK/GRE,FULL RIM,ROUND,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,16.0,35.0,28.0,15.0,18.0,16.0,10.0,4.0,143.0,CK24523,52,BLACK/GRE,FULL RIM,ROUND,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,30.0,205.0,203.0,146.0,120.0,72.0,75.0,63.0,70.0,984.0,CK24523,52,PURPLE/AV,FULL RIM,ROUND,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,40.0,49.0,43.0,42.0,48.0,25.0,18.0,19.0,285.0,CK24523,52,PURPLE/AV,FULL RIM,ROUND,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,1.0,21.0,78.0,140.0,218.0,180.0,79.0,55.0,39.0,44.0,855.0,CK24524,54,BLACK,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,2.0,28.0,44.0,42.0,49.0,26.0,12.0,5.0,8.0,216.0,CK24524,54,BLACK,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,1.0,54.0,375.0,220.0,148.0,98.0,150.0,198.0,168.0,172.0,1584.0,CK24524,54,GREY/BEIG,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,23.0,43.0,40.0,31.0,9.0,21.0,20.0,14.0,202.0,CK24524,54,GREY/BEIG,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,7.0,44.0,207.0,256.0,123.0,88.0,110.0,165.0,146.0,137.0,1283.0,CK24524,54,AZURE/CRY,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,1.0,52.0,125.0,64.0,63.0,47.0,43.0,29.0,17.0,441.0,CK24524,54,AZURE/CRY,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,1.0,21.0,148.0,254.0,111.0,72.0,122.0,152.0,108.0,78.0,1067.0,CK24524,54,BLUE/BROW,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,2.0,59.0,82.0,85.0,75.0,58.0,53.0,40.0,18.0,472.0,CK24524,54,BLUE/BROW,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,1.0,1.0,29.0,156.0,241.0,274.0,98.0,76.0,108.0,100.0,85.0,1169.0,CK24524,54,ROSE/NUDE,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,1.0,5.0,36.0,53.0,52.0,57.0,39.0,27.0,25.0,15.0,310.0,CK24524,54,ROSE/NUDE,FULL RIM,RECTANGLE,True,MALE,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,1.0,5.0,71.0,60.0,64.0,48.0,32.0,18.0,299.0,CK24526,52,GREY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,4.0,52.0,73.0,58.0,106.0,35.0,16.0,11.0,355.0,CK24526,52,GREY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,14.0,18.0,80.0,95.0,77.0,54.0,48.0,29.0,415.0,CK24526,52,DARK HAVA,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,1.0,51.0,94.0,75.0,51.0,51.0,19.0,10.0,352.0,CK24526,52,DARK HAVA,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,21.0,27.0,121.0,87.0,48.0,27.0,39.0,34.0,404.0,CK24526,52,LIGHT BRO,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,,37.0,59.0,48.0,62.0,28.0,17.0,9.0,260.0,CK24526,52,LIGHT BRO,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,AMER,,,,,8.0,27.0,134.0,100.0,79.0,40.0,39.0,34.0,461.0,CK24526,52,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KP,CALVIN KLEIN OPTICAL,EMEA,,,,,,35.0,65.0,45.0,31.0,31.0,24.0,11.0,242.0,CK24526,52,BURGUNDY,FULL RIM,SQUARE,True,UNISEX,OPTICAL,ACETATE,ACETATE,195.0,97.5
KS,NIKE SUN,AMER,,,1.0,,,,,,,,,,1.0,NIKE TRAINER E EV101,,,FULL RIM,WRAP,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,99.0,49.5
KS,NIKE SUN,EMEA,,,,,,,2.0,3.0,1.0,,2.0,2.0,10.0,NIKE TRAINER E EV101,,,FULL RIM,WRAP,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,99.0,49.5
KS,NIKE SUN,AMER,127.0,146.0,131.0,98.0,88.0,103.0,181.0,196.0,123.0,97.0,183.0,231.0,1704.0,NIKE PREMIER EV1071,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,150.0,75.0
KS,NIKE SUN,EMEA,4.0,18.0,8.0,3.0,7.0,14.0,11.0,11.0,6.0,8.0,2.0,3.0,95.0,NIKE PREMIER EV1071,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,150.0,75.0
KS,NIKE SUN,AMER,64.0,88.0,47.0,17.0,55.0,64.0,77.0,103.0,108.0,98.0,48.0,79.0,848.0,NIKE PREMIER EV1071,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,150.0,75.0
KS,NIKE SUN,EMEA,6.0,11.0,10.0,4.0,7.0,25.0,23.0,21.0,23.0,8.0,16.0,3.0,157.0,NIKE PREMIER EV1071,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,150.0,75.0
KS,NIKE SUN,EMEA,,,1.0,,2.0,,,,,,,,3.0,NIKE HYPERFORCE ELIT,,,SEMI-RIMLESS,WRAP,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,215.0,107.5
KS,NIKE SUN,AMER,,,,,1.0,,,,,,1.0,,2.0,NIKE WINDSHIELD ELIT,,,RIMLESS,WRAP,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,185.0,92.5
KS,NIKE SUN,AMER,21.0,19.0,24.0,31.0,22.0,27.0,34.0,30.0,35.0,32.0,32.0,44.0,351.0,NIKE MAVERICK RGE M,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,175.0,87.5
KS,NIKE SUN,EMEA,7.0,3.0,3.0,1.0,5.0,14.0,21.0,13.0,21.0,14.0,10.0,2.0,114.0,NIKE MAVERICK RGE M,,,FULL RIM,SQUARE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,175.0,87.5
KS,NIKE SUN,AMER,27.0,24.0,14.0,38.0,12.0,34.0,42.0,27.0,17.0,31.0,18.0,44.0,328.0,NIKE CITY ICON DJ089,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,159.0,79.5
KS,NIKE SUN,EMEA,7.0,12.0,11.0,5.0,9.0,20.0,24.0,22.0,12.0,6.0,12.0,4.0,144.0,NIKE CITY ICON DJ089,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,159.0,79.5
KS,NIKE SUN,AMER,13.0,13.0,11.0,6.0,16.0,10.0,20.0,18.0,17.0,17.0,22.0,36.0,199.0,NIKE CITY ICON DJ089,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,159.0,79.5
KS,NIKE SUN,EMEA,6.0,4.0,4.0,2.0,10.0,12.0,17.0,6.0,9.0,3.0,8.0,6.0,87.0,NIKE CITY ICON DJ089,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,159.0,79.5
KS,NIKE SUN,AMER,40.0,43.0,46.0,47.0,65.0,53.0,91.0,54.0,104.0,77.0,49.0,47.0,716.0,NIKE CITY ICON M DJ0,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,169.0,84.5
KS,NIKE SUN,AMER,13.0,17.0,18.0,14.0,11.0,7.0,15.0,25.0,23.0,19.0,18.0,12.0,192.0,NIKE CITY ICON M DJ0,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,169.0,84.5
KS,NIKE SUN,EMEA,3.0,4.0,2.0,3.0,6.0,11.0,9.0,11.0,4.0,1.0,11.0,7.0,72.0,NIKE CITY ICON M DJ0,,,FULL RIM,CAT EYE,True,FEMALE,SUN,ACETATE,ACETATE,169.0,84.5
KS,NIKE SUN,AMER,30.0,22.0,46.0,37.0,36.0,38.0,41.0,49.0,45.0,63.0,30.0,24.0,461.0,NIKE RABID 22 E DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,EMEA,36.0,53.0,26.0,9.0,38.0,60.0,47.0,47.0,45.0,41.0,57.0,50.0,509.0,NIKE RABID 22 E DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,AMER,96.0,38.0,78.0,53.0,50.0,57.0,65.0,76.0,50.0,70.0,121.0,55.0,809.0,NIKE RABID 22 M DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,EMEA,9.0,14.0,14.0,7.0,20.0,22.0,11.0,14.0,13.0,22.0,10.0,2.0,158.0,NIKE RABID 22 M DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,AMER,88.0,62.0,36.0,46.0,27.0,57.0,26.0,24.0,91.0,47.0,30.0,42.0,576.0,NIKE RABID 22 M DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,EMEA,41.0,48.0,27.0,17.0,33.0,69.0,66.0,53.0,84.0,86.0,57.0,67.0,648.0,NIKE RABID 22 M DV21,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,AMER,74.0,54.0,58.0,55.0,49.0,78.0,81.0,98.0,120.0,72.0,71.0,64.0,874.0,NIKE ADRENALINE 22 M,,,FULL RIM,RECTANGLE,True,MALE,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,EMEA,27.0,32.0,25.0,8.0,35.0,50.0,41.0,23.0,11.0,19.0,31.0,44.0,346.0,NIKE ADRENALINE 22 M,,,FULL RIM,RECTANGLE,True,MALE,SUN,BIO INJ-G820,BIO INJ-G820,115.0,57.5
KS,NIKE SUN,AMER,65.0,93.0,115.0,147.0,118.0,103.0,138.0,122.0,222.0,167.0,127.0,119.0,1536.0,NIKE RABID 22 DV2371,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,EMEA,28.0,56.0,29.0,18.0,52.0,77.0,63.0,60.0,41.0,66.0,30.0,35.0,555.0,NIKE RABID 22 DV2371,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,AMER,75.0,42.0,39.0,30.0,29.0,19.0,39.0,50.0,38.0,29.0,41.0,66.0,497.0,NIKE RABID 22 DV2371,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,EMEA,4.0,23.0,11.0,4.0,12.0,27.0,20.0,22.0,17.0,16.0,22.0,11.0,189.0,NIKE RABID 22 DV2371,,,FULL RIM,RECTANGLE,True,UNISEX,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,AMER,169.0,187.0,164.0,194.0,175.0,247.0,194.0,242.0,293.0,211.0,270.0,356.0,2702.0,NIKE ADRENALINE 22 D,,,FULL RIM,RECTANGLE,True,MALE,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,EMEA,39.0,86.0,55.0,20.0,56.0,86.0,111.0,94.0,94.0,103.0,128.0,87.0,959.0,NIKE ADRENALINE 22 D,,,FULL RIM,RECTANGLE,True,MALE,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
KS,NIKE SUN,AMER,59.0,44.0,86.0,62.0,52.0,29.0,65.0,59.0,77.0,123.0,56.0,33.0,745.0,NIKE ADRENALINE 22 D,,,FULL RIM,RECTANGLE,True,MALE,SUN,BIO INJ-G820,BIO INJ-G820,105.0,52.5
